hour,datetime,date,hour_of_day,day_of_week,load_MW,pv_MW,wind_MW,RES_tot_MW,net_load_MW,import_price_EUR_MWh,export_price_EUR_MWh,cf045_import_MW,cf045_export_MW,cf045_DG_MW,cf045_ELY_MW,cf045_FC_MW,cf045_H2_SOC_MWh,cf060_import_MW,cf060_export_MW,cf060_DG_MW,cf060_ELY_MW,cf060_FC_MW,cf060_H2_SOC_MWh
419,2022-01-18 11:00:00,2022-01-18,11,Tuesday,19.16,1.57,4.51,6.08,13.08,532.76,246.75,13.07,0.0,0.0,0.0,0.0,0.0,13.07,0.0,0.0,0.0,0.0,0.0
420,2022-01-18 12:00:00,2022-01-18,12,Tuesday,14.96,1.65,3.69,5.34,9.62,532.76,235.92,9.62,0.0,0.0,0.0,0.0,0.0,9.62,0.0,0.0,0.0,0.0,0.0
421,2022-01-18 13:00:00,2022-01-18,13,Tuesday,13.71,1.5,2.42,3.92,9.79,532.76,231.77,9.78,0.0,0.0,0.0,0.0,0.0,9.78,0.0,0.0,0.0,0.0,0.0
422,2022-01-18 14:00:00,2022-01-18,14,Tuesday,16.48,1.15,1.39,2.54,13.94,532.76,232.68,13.94,0.0,0.0,0.0,0.0,0.0,13.94,0.0,0.0,0.0,0.0,0.0
423,2022-01-18 15:00:00,2022-01-18,15,Tuesday,11.85,0.66,0.75,1.41,10.44,532.76,249.22,10.44,0.0,0.0,0.0,0.0,0.0,10.44,0.0,0.0,0.0,0.0,0.0
424,2022-01-18 16:00:00,2022-01-18,16,Tuesday,14.34,0.22,0.8,1.02,13.32,532.76,260.0,13.33,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0
425,2022-01-18 17:00:00,2022-01-18,17,Tuesday,15.04,0.0,1.29,1.29,13.75,532.76,278.0,13.75,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0
426,2022-01-18 18:00:00,2022-01-18,18,Tuesday,13.13,0.0,1.76,1.76,11.37,532.76,294.36,11.37,0.0,0.0,0.0,0.0,0.0,11.37,0.0,0.0,0.0,0.0,0.0
427,2022-01-18 19:00:00,2022-01-18,19,Tuesday,11.42,0.0,1.46,1.46,9.96,548.58,278.41,9.96,0.0,0.0,0.0,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0
428,2022-01-18 20:00:00,2022-01-18,20,Tuesday,12.48,0.0,1.13,1.13,11.35,548.58,259.29,11.34,0.0,0.0,0.0,0.0,0.0,11.34,0.0,0.0,0.0,0.0,0.0
429,2022-01-18 21:00:00,2022-01-18,21,Tuesday,10.04,0.0,1.09,1.09,8.95,548.58,240.66,8.94,0.0,0.0,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0
430,2022-01-18 22:00:00,2022-01-18,22,Tuesday,10.12,0.0,1.31,1.31,8.81,548.58,225.84,8.81,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0
431,2022-01-18 23:00:00,2022-01-18,23,Tuesday,8.55,0.0,1.29,1.29,7.26,468.68,213.54,7.26,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0,0.0
432,2022-01-19 00:00:00,2022-01-19,0,Wednesday,9.23,0.0,1.2,1.2,8.03,468.68,199.46,8.03,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0
433,2022-01-19 01:00:00,2022-01-19,1,Wednesday,7.83,0.0,1.16,1.16,6.67,468.68,197.0,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0
434,2022-01-19 02:00:00,2022-01-19,2,Wednesday,8.43,0.0,1.23,1.23,7.2,468.68,195.0,7.21,0.0,0.0,0.0,0.0,0.0,7.21,0.0,0.0,0.0,0.0,0.0
435,2022-01-19 03:00:00,2022-01-19,3,Wednesday,7.37,0.0,1.35,1.35,6.02,468.68,193.91,6.01,0.0,0.0,0.0,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0
436,2022-01-19 04:00:00,2022-01-19,4,Wednesday,8.3,0.0,1.39,1.39,6.91,468.68,188.7,6.91,0.0,0.0,0.0,0.0,0.0,6.91,0.0,0.0,0.0,0.0,0.0
437,2022-01-19 05:00:00,2022-01-19,5,Wednesday,7.4,0.0,1.49,1.49,5.91,468.68,195.36,5.9,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0
438,2022-01-19 06:00:00,2022-01-19,6,Wednesday,9.19,0.0,1.37,1.37,7.82,468.68,219.55,7.83,0.0,0.0,0.0,0.0,0.0,7.83,0.0,0.0,0.0,0.0,0.0
439,2022-01-19 07:00:00,2022-01-19,7,Wednesday,6.49,0.0,1.16,1.16,5.33,548.58,276.42,5.33,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,0.0,0.0
440,2022-01-19 08:00:00,2022-01-19,8,Wednesday,8.68,0.08,0.89,0.97,7.71,532.76,283.54,7.71,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.0,0.0
441,2022-01-19 09:00:00,2022-01-19,9,Wednesday,9.93,0.26,0.69,0.95,8.98,532.76,267.95,8.99,0.0,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0.0,0.0,0.0
442,2022-01-19 10:00:00,2022-01-19,10,Wednesday,8.04,0.48,0.63,1.11,6.93,532.76,256.46,6.92,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,0.0,0.0
443,2022-01-19 11:00:00,2022-01-19,11,Wednesday,7.92,0.64,0.61,1.25,6.67,532.76,254.25,6.66,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0
444,2022-01-19 12:00:00,2022-01-19,12,Wednesday,5.41,0.66,0.6,1.26,4.15,532.76,247.57,4.15,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0
445,2022-01-19 13:00:00,2022-01-19,13,Wednesday,3.5,0.63,0.62,1.25,2.25,532.76,231.04,2.25,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0
446,2022-01-19 14:00:00,2022-01-19,14,Wednesday,4.16,0.47,0.61,1.08,3.08,532.76,225.63,3.08,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0
447,2022-01-19 15:00:00,2022-01-19,15,Wednesday,5.37,0.27,0.54,0.81,4.56,532.76,235.31,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0
448,2022-01-19 16:00:00,2022-01-19,16,Wednesday,4.2,0.09,0.5,0.59,3.61,532.76,250.0,3.61,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0
449,2022-01-19 17:00:00,2022-01-19,17,Wednesday,3.69,0.0,0.51,0.51,3.18,532.76,270.0,3.18,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0
450,2022-01-19 18:00:00,2022-01-19,18,Wednesday,3.04,0.0,0.36,0.36,2.68,532.76,282.7,2.67,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0
451,2022-01-19 19:00:00,2022-01-19,19,Wednesday,4.58,0.0,0.23,0.23,4.35,548.58,273.89,4.36,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0
452,2022-01-19 20:00:00,2022-01-19,20,Wednesday,5.5,0.0,0.1,0.1,5.4,548.58,254.21,5.4,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0
453,2022-01-19 21:00:00,2022-01-19,21,Wednesday,3.38,0.0,0.06,0.06,3.32,548.58,222.61,3.32,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0
454,2022-01-19 22:00:00,2022-01-19,22,Wednesday,3.32,0.0,0.06,0.06,3.26,548.58,208.8,3.26,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0.0,0.0
455,2022-01-19 23:00:00,2022-01-19,23,Wednesday,5.4,0.0,0.08,0.08,5.32,468.68,191.09,5.32,0.0,0.0,0.0,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0
456,2022-01-20 00:00:00,2022-01-20,0,Thursday,4.56,0.0,0.09,0.09,4.47,468.68,193.16,4.47,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0
457,2022-01-20 01:00:00,2022-01-20,1,Thursday,2.5,0.0,0.07,0.07,2.43,468.68,185.18,2.44,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0
458,2022-01-20 02:00:00,2022-01-20,2,Thursday,3.32,0.0,0.05,0.05,3.27,468.68,179.53,3.27,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0
459,2022-01-20 03:00:00,2022-01-20,3,Thursday,4.54,0.0,0.03,0.03,4.51,468.68,171.43,4.51,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0
460,2022-01-20 04:00:00,2022-01-20,4,Thursday,6.15,0.0,0.02,0.02,6.13,468.68,168.18,6.13,0.0,0.0,0.0,0.0,0.0,6.13,0.0,0.0,0.0,0.0,0.0
461,2022-01-20 05:00:00,2022-01-20,5,Thursday,4.25,0.0,0.0,0.0,4.25,468.68,181.5,4.25,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0
462,2022-01-20 06:00:00,2022-01-20,6,Thursday,6.34,0.0,0.0,0.0,6.34,468.68,205.91,6.34,0.0,0.0,0.0,0.0,0.0,6.34,0.0,0.0,0.0,0.0,0.0
463,2022-01-20 07:00:00,2022-01-20,7,Thursday,5.5,0.0,0.0,0.0,5.5,548.58,240.88,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
464,2022-01-20 08:00:00,2022-01-20,8,Thursday,10.65,0.11,0.0,0.11,10.54,532.76,260.27,10.54,0.0,0.0,0.0,0.0,0.0,10.54,0.0,0.0,0.0,0.0,0.0
465,2022-01-20 09:00:00,2022-01-20,9,Thursday,10.36,0.55,0.0,0.55,9.81,532.76,259.65,9.81,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0
466,2022-01-20 10:00:00,2022-01-20,10,Thursday,13.11,1.04,0.0,1.04,12.07,532.76,244.96,12.07,0.0,0.0,0.0,0.0,0.0,12.07,0.0,0.0,0.0,0.0,0.0
467,2022-01-20 11:00:00,2022-01-20,11,Thursday,14.14,1.41,0.0,1.41,12.73,532.76,241.99,12.73,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0
468,2022-01-20 12:00:00,2022-01-20,12,Thursday,13.9,1.5,0.02,1.52,12.38,532.76,233.38,12.38,0.0,0.0,0.0,0.0,0.0,12.38,0.0,0.0,0.0,0.0,0.0
469,2022-01-20 13:00:00,2022-01-20,13,Thursday,10.02,1.44,0.06,1.5,8.52,532.76,220.18,8.52,0.0,0.0,0.0,0.0,0.0,8.52,0.0,0.0,0.0,0.0,0.0
470,2022-01-20 14:00:00,2022-01-20,14,Thursday,11.89,1.15,0.15,1.3,10.59,532.76,214.6,10.59,0.0,0.0,0.0,0.0,0.0,10.59,0.0,0.0,0.0,0.0,0.0
471,2022-01-20 15:00:00,2022-01-20,15,Thursday,11.41,0.75,0.26,1.01,10.4,532.76,212.69,10.41,0.0,0.0,0.0,0.0,0.0,10.41,0.0,0.0,0.0,0.0,0.0
472,2022-01-20 16:00:00,2022-01-20,16,Thursday,9.7,0.26,0.39,0.65,9.05,532.76,227.06,9.05,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.0,0.0,0.0
473,2022-01-20 17:00:00,2022-01-20,17,Thursday,10.05,0.0,0.41,0.41,9.64,532.76,248.51,9.65,0.0,0.0,0.0,0.0,0.0,9.65,0.0,0.0,0.0,0.0,0.0
474,2022-01-20 18:00:00,2022-01-20,18,Thursday,11.98,0.0,0.34,0.34,11.64,532.76,265.0,11.64,0.0,0.0,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0
475,2022-01-20 19:00:00,2022-01-20,19,Thursday,9.77,0.0,0.32,0.32,9.45,548.58,265.45,9.46,0.0,0.0,0.0,0.0,0.0,9.46,0.0,0.0,0.0,0.0,0.0
476,2022-01-20 20:00:00,2022-01-20,20,Thursday,9.4,0.0,0.37,0.37,9.03,548.58,245.7,9.03,0.0,0.0,0.0,0.0,0.0,9.03,0.0,0.0,0.0,0.0,0.0
477,2022-01-20 21:00:00,2022-01-20,21,Thursday,8.34,0.0,0.53,0.53,7.81,548.58,220.56,7.81,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.0,0.0
478,2022-01-20 22:00:00,2022-01-20,22,Thursday,7.59,0.0,0.77,0.77,6.82,548.58,204.76,6.82,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0,0.0
479,2022-01-20 23:00:00,2022-01-20,23,Thursday,9.41,0.0,1.02,1.02,8.39,468.68,196.8,8.39,0.0,0.0,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,0.0
480,2022-01-21 00:00:00,2022-01-21,0,Friday,7.55,0.0,1.09,1.09,6.46,468.68,197.6,6.46,0.0,0.0,0.0,0.0,0.0,6.46,0.0,0.0,0.0,0.0,0.0
481,2022-01-21 01:00:00,2022-01-21,1,Friday,5.93,0.0,1.04,1.04,4.89,468.68,187.0,4.88,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0
482,2022-01-21 02:00:00,2022-01-21,2,Friday,8.7,0.0,0.97,0.97,7.73,468.68,183.14,7.74,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0
483,2022-01-21 03:00:00,2022-01-21,3,Friday,7.06,0.0,0.94,0.94,6.12,468.68,182.07,6.12,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0
484,2022-01-21 04:00:00,2022-01-21,4,Friday,10.64,0.0,0.88,0.88,9.76,468.68,182.3,9.77,0.0,0.0,0.0,0.0,0.0,9.77,0.0,0.0,0.0,0.0,0.0
485,2022-01-21 05:00:00,2022-01-21,5,Friday,8.33,0.0,0.88,0.88,7.45,468.68,189.34,7.45,0.0,0.0,0.0,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0
486,2022-01-21 06:00:00,2022-01-21,6,Friday,10.41,0.0,0.97,0.97,9.44,468.68,211.68,9.45,0.0,0.0,0.0,0.0,0.0,9.45,0.0,0.0,0.0,0.0,0.0
487,2022-01-21 07:00:00,2022-01-21,7,Friday,9.0,0.0,1.1,1.1,7.9,548.58,253.29,7.9,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0
488,2022-01-21 08:00:00,2022-01-21,8,Friday,11.07,0.15,1.07,1.22,9.85,532.76,261.82,9.85,0.0,0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,0.0,0.0
489,2022-01-21 09:00:00,2022-01-21,9,Friday,12.58,0.65,0.8,1.45,11.13,532.76,261.25,11.13,0.0,0.0,0.0,0.0,0.0,11.13,0.0,0.0,0.0,0.0,0.0
490,2022-01-21 10:00:00,2022-01-21,10,Friday,12.94,1.15,1.0,2.15,10.79,532.76,241.32,10.79,0.0,0.0,0.0,0.0,0.0,10.79,0.0,0.0,0.0,0.0,0.0
491,2022-01-21 11:00:00,2022-01-21,11,Friday,10.88,1.49,1.17,2.66,8.22,532.76,213.41,8.22,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.0,0.0,0.0
492,2022-01-21 12:00:00,2022-01-21,12,Friday,14.08,1.66,1.16,2.82,11.26,532.76,206.93,11.26,0.0,0.0,0.0,0.0,0.0,11.26,0.0,0.0,0.0,0.0,0.0
493,2022-01-21 13:00:00,2022-01-21,13,Friday,14.51,1.59,1.11,2.7,11.81,532.76,194.13,11.81,0.0,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0
494,2022-01-21 14:00:00,2022-01-21,14,Friday,13.57,1.29,1.04,2.33,11.24,532.76,192.66,11.24,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,0.0,0.0,0.0
495,2022-01-21 15:00:00,2022-01-21,15,Friday,12.93,0.8,0.9,1.7,11.23,532.76,201.21,11.23,0.0,0.0,0.0,0.0,0.0,11.23,0.0,0.0,0.0,0.0,0.0
496,2022-01-21 16:00:00,2022-01-21,16,Friday,10.49,0.29,0.95,1.24,9.25,532.76,220.0,9.26,0.0,0.0,0.0,0.0,0.0,9.26,0.0,0.0,0.0,0.0,0.0
497,2022-01-21 17:00:00,2022-01-21,17,Friday,14.1,0.0,1.01,1.01,13.09,532.76,249.43,13.09,0.0,0.0,0.0,0.0,0.0,13.09,0.0,0.0,0.0,0.0,0.0
498,2022-01-21 18:00:00,2022-01-21,18,Friday,9.15,0.0,0.84,0.84,8.31,532.76,266.0,8.32,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.0
499,2022-01-21 19:00:00,2022-01-21,19,Friday,10.88,0.0,0.77,0.77,10.11,548.58,260.29,10.11,0.0,0.0,0.0,0.0,0.0,10.11,0.0,0.0,0.0,0.0,0.0
500,2022-01-21 20:00:00,2022-01-21,20,Friday,10.36,0.0,0.77,0.77,9.59,548.58,233.1,9.59,0.0,0.0,0.0,0.0,0.0,9.59,0.0,0.0,0.0,0.0,0.0
501,2022-01-21 21:00:00,2022-01-21,21,Friday,6.13,0.0,0.82,0.82,5.31,548.58,221.97,5.31,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,0.0
502,2022-01-21 22:00:00,2022-01-21,22,Friday,8.13,0.0,0.9,0.9,7.23,548.58,197.27,7.22,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0
503,2022-01-21 23:00:00,2022-01-21,23,Friday,9.86,0.0,0.89,0.89,8.97,468.68,188.63,8.97,0.0,0.0,0.0,0.0,0.0,8.97,0.0,0.0,0.0,0.0,0.0
504,2022-01-22 00:00:00,2022-01-22,0,Saturday,8.16,0.0,0.8,0.8,7.36,468.68,198.3,7.36,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0,0.0,0.0,0.0
505,2022-01-22 01:00:00,2022-01-22,1,Saturday,7.06,0.0,0.75,0.75,6.31,468.68,189.2,6.32,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,0.0,0.0,0.0
506,2022-01-22 02:00:00,2022-01-22,2,Saturday,4.75,0.0,0.66,0.66,4.09,468.68,187.21,4.09,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0
507,2022-01-22 03:00:00,2022-01-22,3,Saturday,7.18,0.0,0.58,0.58,6.6,468.68,178.72,6.6,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0
508,2022-01-22 04:00:00,2022-01-22,4,Saturday,9.48,0.0,0.49,0.49,8.99,468.68,176.04,8.99,0.0,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0.0,0.0,0.0
509,2022-01-22 05:00:00,2022-01-22,5,Saturday,9.79,0.0,0.4,0.4,9.39,468.68,176.35,9.39,0.0,0.0,0.0,0.0,0.0,9.39,0.0,0.0,0.0,0.0,0.0
510,2022-01-22 06:00:00,2022-01-22,6,Saturday,7.69,0.0,0.37,0.37,7.32,468.68,190.29,7.32,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0
511,2022-01-22 07:00:00,2022-01-22,7,Saturday,10.11,0.0,0.34,0.34,9.77,548.58,213.65,9.78,0.0,0.0,0.0,0.0,0.0,9.78,0.0,0.0,0.0,0.0,0.0
512,2022-01-22 08:00:00,2022-01-22,8,Saturday,11.49,0.15,0.29,0.44,11.05,548.58,233.83,11.05,0.0,0.0,0.0,0.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0
513,2022-01-22 09:00:00,2022-01-22,9,Saturday,13.36,0.63,0.17,0.8,12.56,548.58,220.31,12.56,0.0,0.0,0.0,0.0,0.0,12.56,0.0,0.0,0.0,0.0,0.0
514,2022-01-22 10:00:00,2022-01-22,10,Saturday,9.92,1.07,0.19,1.26,8.66,548.58,217.6,8.66,0.0,0.0,0.0,0.0,0.0,8.66,0.0,0.0,0.0,0.0,0.0
515,2022-01-22 11:00:00,2022-01-22,11,Saturday,12.83,1.38,0.2,1.58,11.25,548.58,209.66,11.26,0.0,0.0,0.0,0.0,0.0,11.26,0.0,0.0,0.0,0.0,0.0
516,2022-01-22 12:00:00,2022-01-22,12,Saturday,15.13,1.5,0.23,1.73,13.4,548.58,201.0,13.41,0.0,0.0,0.0,0.0,0.0,13.41,0.0,0.0,0.0,0.0,0.0
517,2022-01-22 13:00:00,2022-01-22,13,Saturday,11.79,1.52,0.24,1.76,10.03,548.58,189.13,10.04,0.0,0.0,0.0,0.0,0.0,10.04,0.0,0.0,0.0,0.0,0.0
518,2022-01-22 14:00:00,2022-01-22,14,Saturday,13.54,1.24,0.21,1.45,12.09,548.58,189.99,12.09,0.0,0.0,0.0,0.0,0.0,12.09,0.0,0.0,0.0,0.0,0.0
519,2022-01-22 15:00:00,2022-01-22,15,Saturday,11.7,0.81,0.2,1.01,10.69,548.58,196.5,10.68,0.0,0.0,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0
520,2022-01-22 16:00:00,2022-01-22,16,Saturday,9.83,0.29,0.24,0.53,9.3,548.58,197.0,9.3,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0
521,2022-01-22 17:00:00,2022-01-22,17,Saturday,11.53,0.0,0.16,0.16,11.37,548.58,222.31,11.37,0.0,0.0,0.0,0.0,0.0,11.37,0.0,0.0,0.0,0.0,0.0
522,2022-01-22 18:00:00,2022-01-22,18,Saturday,9.46,0.0,0.05,0.05,9.41,548.58,240.0,9.42,0.0,0.0,0.0,0.0,0.0,9.42,0.0,0.0,0.0,0.0,0.0
523,2022-01-22 19:00:00,2022-01-22,19,Saturday,8.48,0.0,0.0,0.0,8.48,548.58,245.27,8.48,0.0,0.0,0.0,0.0,0.0,8.48,0.0,0.0,0.0,0.0,0.0
524,2022-01-22 20:00:00,2022-01-22,20,Saturday,10.01,0.0,0.0,0.0,10.01,548.58,227.75,10.01,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0
525,2022-01-22 21:00:00,2022-01-22,21,Saturday,8.51,0.0,0.0,0.0,8.51,548.58,211.88,8.51,0.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0,0.0,0.0,0.0
526,2022-01-22 22:00:00,2022-01-22,22,Saturday,9.02,0.0,0.0,0.0,9.02,548.58,202.1,9.02,0.0,0.0,0.0,0.0,0.0,9.02,0.0,0.0,0.0,0.0,0.0
527,2022-01-22 23:00:00,2022-01-22,23,Saturday,10.39,0.0,0.0,0.0,10.39,468.68,197.0,10.39,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,0.0,0.0
528,2022-01-23 00:00:00,2022-01-23,0,Sunday,7.03,0.0,0.0,0.0,7.03,468.68,197.14,7.03,0.0,0.0,0.0,0.0,0.0,7.03,0.0,0.0,0.0,0.0,0.0
529,2022-01-23 01:00:00,2022-01-23,1,Sunday,5.05,0.0,0.0,0.0,5.05,468.68,190.0,5.05,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0
530,2022-01-23 02:00:00,2022-01-23,2,Sunday,5.62,0.0,0.0,0.0,5.62,468.68,187.98,5.62,0.0,0.0,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0
531,2022-01-23 03:00:00,2022-01-23,3,Sunday,7.29,0.0,0.0,0.0,7.29,468.68,179.73,7.29,0.0,0.0,0.0,0.0,0.0,7.29,0.0,0.0,0.0,0.0,0.0
532,2022-01-23 04:00:00,2022-01-23,4,Sunday,9.66,0.0,0.0,0.0,9.66,468.68,179.04,9.66,0.0,0.0,0.0,0.0,0.0,9.66,0.0,0.0,0.0,0.0,0.0
533,2022-01-23 05:00:00,2022-01-23,5,Sunday,7.91,0.0,0.0,0.0,7.91,468.68,179.49,7.91,0.0,0.0,0.0,0.0,0.0,7.91,0.0,0.0,0.0,0.0,0.0
534,2022-01-23 06:00:00,2022-01-23,6,Sunday,8.81,0.0,0.0,0.0,8.81,468.68,189.89,8.81,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0
535,2022-01-23 07:00:00,2022-01-23,7,Sunday,9.54,0.0,0.0,0.0,9.54,468.68,189.99,9.54,0.0,0.0,0.0,0.0,0.0,9.54,0.0,0.0,0.0,0.0,0.0
536,2022-01-23 08:00:00,2022-01-23,8,Sunday,8.76,0.08,0.0,0.08,8.68,468.68,190.0,8.68,0.0,0.0,0.0,0.0,0.0,8.68,0.0,0.0,0.0,0.0,0.0
537,2022-01-23 09:00:00,2022-01-23,9,Sunday,9.75,0.17,0.0,0.17,9.58,468.68,195.31,9.58,0.0,0.0,0.0,0.0,0.0,9.58,0.0,0.0,0.0,0.0,0.0
538,2022-01-23 10:00:00,2022-01-23,10,Sunday,9.44,0.33,0.0,0.33,9.11,468.68,195.34,9.11,0.0,0.0,0.0,0.0,0.0,9.11,0.0,0.0,0.0,0.0,0.0
539,2022-01-23 11:00:00,2022-01-23,11,Sunday,15.28,0.33,0.0,0.33,14.95,468.68,195.87,14.96,0.0,0.0,0.0,0.0,0.0,14.96,0.0,0.0,0.0,0.0,0.0
540,2022-01-23 12:00:00,2022-01-23,12,Sunday,14.92,0.51,0.02,0.53,14.39,468.68,195.41,14.39,0.0,0.0,0.0,0.0,0.0,14.39,0.0,0.0,0.0,0.0,0.0
541,2022-01-23 13:00:00,2022-01-23,13,Sunday,13.93,0.29,0.17,0.46,13.47,468.68,186.29,13.47,0.0,0.0,0.0,0.0,0.0,13.47,0.0,0.0,0.0,0.0,0.0
542,2022-01-23 14:00:00,2022-01-23,14,Sunday,14.72,0.3,0.4,0.7,14.02,468.68,184.49,14.03,0.0,0.0,0.0,0.0,0.0,14.03,0.0,0.0,0.0,0.0,0.0
543,2022-01-23 15:00:00,2022-01-23,15,Sunday,13.15,0.16,0.7,0.86,12.29,468.68,190.0,12.29,0.0,0.0,0.0,0.0,0.0,12.29,0.0,0.0,0.0,0.0,0.0
544,2022-01-23 16:00:00,2022-01-23,16,Sunday,9.43,0.03,1.04,1.07,8.36,468.68,194.0,8.36,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,0.0
545,2022-01-23 17:00:00,2022-01-23,17,Sunday,13.69,0.0,1.57,1.57,12.12,468.68,214.95,12.12,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,0.0,0.0,0.0
546,2022-01-23 18:00:00,2022-01-23,18,Sunday,8.94,0.0,2.35,2.35,6.59,468.68,239.49,6.59,0.0,0.0,0.0,0.0,0.0,6.59,0.0,0.0,0.0,0.0,0.0
547,2022-01-23 19:00:00,2022-01-23,19,Sunday,7.94,0.0,3.04,3.04,4.9,468.68,244.31,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0
548,2022-01-23 20:00:00,2022-01-23,20,Sunday,9.64,0.0,3.24,3.24,6.4,468.68,224.96,6.41,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0,0.0,0.0
549,2022-01-23 21:00:00,2022-01-23,21,Sunday,8.08,0.0,3.2,3.2,4.88,468.68,204.84,4.88,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0
