hour,datetime,p_import_mw,p_export_mw,p_dg_mw,p_ely_mw,p_fc_mw,soc_mwh,strategy
1588,2022-03-08 04:00:00,20.00,12.24,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1589,2022-03-08 05:00:00,20.00,11.15,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1590,2022-03-08 06:00:00,20.00,14.16,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1591,2022-03-08 07:00:00,20.00,12.59,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1592,2022-03-08 08:00:00,20.00,12.30,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1593,2022-03-08 09:00:00,20.00,14.78,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1594,2022-03-08 10:00:00,20.00,15.79,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1595,2022-03-08 11:00:00,20.00,9.21,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1596,2022-03-08 12:00:00,20.00,11.86,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1597,2022-03-08 13:00:00,5.04,0.00,0.00,0.00,0.00,0.00,IMPORT
1598,2022-03-08 14:00:00,19.93,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1599,2022-03-08 15:00:00,20.00,12.29,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1600,2022-03-08 16:00:00,20.00,15.86,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1601,2022-03-08 17:00:00,20.00,14.01,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1602,2022-03-08 18:00:00,20.00,14.29,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1603,2022-03-08 19:00:00,19.32,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1604,2022-03-08 20:00:00,19.30,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1605,2022-03-08 21:00:00,19.29,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1606,2022-03-08 22:00:00,20.00,12.73,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1607,2022-03-08 23:00:00,18.25,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1608,2022-03-09 00:00:00,6.31,0.00,0.00,0.00,0.00,0.00,IMPORT
1609,2022-03-09 01:00:00,3.16,0.00,0.00,0.00,0.00,0.00,IMPORT
1610,2022-03-09 02:00:00,2.13,0.00,0.00,0.00,0.00,0.00,IMPORT
1611,2022-03-09 03:00:00,4.16,0.00,0.00,0.00,0.00,0.00,IMPORT
1612,2022-03-09 04:00:00,7.31,0.00,0.00,0.00,0.00,0.00,IMPORT
1613,2022-03-09 05:00:00,4.87,0.00,0.00,0.00,0.00,0.00,IMPORT
1614,2022-03-09 06:00:00,20.00,14.14,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1615,2022-03-09 07:00:00,20.00,15.29,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1616,2022-03-09 08:00:00,20.00,15.92,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1617,2022-03-09 09:00:00,2.53,0.00,0.00,0.00,0.00,0.00,IMPORT
1618,2022-03-09 10:00:00,3.29,0.00,0.00,0.00,0.00,0.00,IMPORT
1619,2022-03-09 11:00:00,3.71,0.00,0.00,0.00,0.00,0.00,IMPORT
1620,2022-03-09 12:00:00,0.54,0.00,0.00,0.00,0.00,0.00,IMPORT
1621,2022-03-09 13:00:00,0.00,2.05,0.00,0.00,0.00,0.00,EXPORT
1622,2022-03-09 14:00:00,0.73,0.00,0.00,0.00,0.00,0.00,IMPORT
1623,2022-03-09 15:00:00,0.00,0.70,0.00,0.00,0.00,0.00,EXPORT
1624,2022-03-09 16:00:00,1.00,0.00,0.00,0.00,0.00,0.00,IMPORT
1625,2022-03-09 17:00:00,0.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1626,2022-03-09 18:00:00,16.07,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1627,2022-03-09 19:00:00,16.57,16.00,0.00,0.00,0.00,0.00,IMPORT+EXPORT
1628,2022-03-09 20:00:00,2.22,0.00,0.00,0.00,0.00,0.00,IMPORT
1629,2022-03-09 21:00:00,0.00,1.17,0.00,0.00,0.00,0.00,EXPORT
1630,2022-03-09 22:00:00,1.90,0.00,0.00,0.00,0.00,0.00,IMPORT
1631,2022-03-09 23:00:00,1.44,0.00,0.00,0.00,0.00,0.00,IMPORT
1632,2022-03-10 00:00:00,1.16,0.00,0.00,0.00,0.00,0.00,IMPORT
1633,2022-03-10 01:00:00,0.56,0.00,0.00,0.00,0.00,0.00,IMPORT
1634,2022-03-10 02:00:00,0.55,0.00,0.00,0.00,0.00,0.00,IMPORT
1635,2022-03-10 03:00:00,0.00,0.16,0.00,0.00,0.00,0.00,EXPORT
1636,2022-03-10 04:00:00,0.00,0.49,0.00,0.00,0.00,0.00,EXPORT
1637,2022-03-10 05:00:00,0.00,0.50,0.00,0.00,0.00,0.00,EXPORT
1638,2022-03-10 06:00:00,0.61,0.00,0.00,0.00,0.00,0.00,IMPORT
1639,2022-03-10 07:00:00,4.64,0.00,0.00,0.00,0.00,0.00,IMPORT
1640,2022-03-10 08:00:00,5.73,0.00,0.00,0.00,0.00,0.00,IMPORT
1641,2022-03-10 09:00:00,5.90,0.00,0.00,0.00,0.00,0.00,IMPORT
1642,2022-03-10 10:00:00,2.77,0.00,0.00,0.00,0.00,0.00,IMPORT
1643,2022-03-10 11:00:00,5.90,0.00,0.00,0.00,0.00,0.00,IMPORT
1644,2022-03-10 12:00:00,5.02,0.00,0.00,0.00,0.00,0.00,IMPORT
1645,2022-03-10 13:00:00,6.54,0.00,0.00,0.00,0.00,0.00,IMPORT
1646,2022-03-10 14:00:00,3.96,0.00,0.00,0.00,0.00,0.00,IMPORT
1647,2022-03-10 15:00:00,2.44,0.00,0.00,0.00,0.00,0.00,IMPORT
1648,2022-03-10 16:00:00,5.84,0.00,0.00,0.00,0.00,0.00,IMPORT
1649,2022-03-10 17:00:00,6.60,0.00,0.00,0.00,0.00,0.00,IMPORT
1650,2022-03-10 18:00:00,4.39,0.00,0.00,0.00,0.00,0.00,IMPORT
1651,2022-03-10 19:00:00,3.59,0.00,0.00,0.00,0.00,0.00,IMPORT
1652,2022-03-10 20:00:00,7.29,0.00,0.00,0.00,0.00,0.00,IMPORT
1653,2022-03-10 21:00:00,5.06,0.00,0.00,0.00,0.00,0.00,IMPORT
1654,2022-03-10 22:00:00,6.76,0.00,0.00,0.00,0.00,0.00,IMPORT
1655,2022-03-10 23:00:00,3.26,0.00,0.00,0.00,0.00,0.00,IMPORT
1656,2022-03-11 00:00:00,1.59,0.00,0.00,0.00,0.00,0.00,IMPORT
1657,2022-03-11 01:00:00,0.00,1.44,0.00,0.00,0.00,0.00,EXPORT
1658,2022-03-11 02:00:00,3.41,0.00,0.00,0.00,0.00,0.00,IMPORT
1659,2022-03-11 03:00:00,0.84,0.00,0.00,0.00,0.00,0.00,IMPORT
1660,2022-03-11 04:00:00,6.13,0.00,0.00,0.00,0.00,0.00,IMPORT
1661,2022-03-11 05:00:00,3.08,0.00,0.00,0.00,0.00,0.00,IMPORT
1662,2022-03-11 06:00:00,0.09,0.00,0.00,0.00,0.00,0.00,RES
1663,2022-03-11 07:00:00,5.75,0.00,0.00,0.00,0.00,0.00,IMPORT
1664,2022-03-11 08:00:00,4.93,0.00,0.00,0.00,0.00,0.00,IMPORT
1665,2022-03-11 09:00:00,8.42,0.00,0.00,0.00,0.00,0.00,IMPORT
1666,2022-03-11 10:00:00,2.27,0.00,0.00,0.00,0.00,0.00,IMPORT
1667,2022-03-11 11:00:00,1.50,0.00,0.00,0.00,0.00,0.00,IMPORT
1668,2022-03-11 12:00:00,0.09,0.00,0.00,0.00,0.00,0.00,RES
1669,2022-03-11 13:00:00,0.00,3.90,0.00,0.00,0.00,0.00,EXPORT
1670,2022-03-11 14:00:00,0.00,2.69,0.00,0.00,0.00,0.00,EXPORT
1671,2022-03-11 15:00:00,0.00,3.71,0.00,0.00,0.00,0.00,EXPORT
1672,2022-03-11 16:00:00,0.00,5.43,0.00,0.00,0.00,0.00,EXPORT
1673,2022-03-11 17:00:00,0.00,4.19,0.00,0.00,0.00,0.00,EXPORT
1674,2022-03-11 18:00:00,0.00,1.34,0.00,0.00,0.00,0.00,EXPORT
1675,2022-03-11 19:00:00,0.00,3.49,0.00,0.00,0.00,0.00,EXPORT
1676,2022-03-11 20:00:00,0.00,6.28,0.00,0.00,0.00,0.00,EXPORT
1677,2022-03-11 21:00:00,0.00,5.73,0.00,0.00,0.00,0.00,EXPORT
1678,2022-03-11 22:00:00,0.00,1.44,0.00,0.00,0.00,0.00,EXPORT
1679,2022-03-11 23:00:00,0.15,0.00,0.00,0.00,0.00,-0.00,IMPORT
1680,2022-03-12 00:00:00,0.00,0.04,0.00,0.00,0.00,0.00,RES
1681,2022-03-12 01:00:00,0.82,0.00,0.00,0.00,0.00,0.00,IMPORT
1682,2022-03-12 02:00:00,0.93,0.00,0.00,0.00,0.00,0.00,IMPORT
1683,2022-03-12 03:00:00,0.80,0.00,0.00,0.00,0.00,0.00,IMPORT
1684,2022-03-12 04:00:00,7.07,0.00,0.00,0.00,0.00,0.00,IMPORT
1685,2022-03-12 05:00:00,7.06,0.00,0.00,0.00,0.00,0.00,IMPORT
1686,2022-03-12 06:00:00,4.97,0.00,0.00,0.00,0.00,0.00,IMPORT
1687,2022-03-12 07:00:00,7.50,0.00,0.00,0.00,0.00,0.00,IMPORT
1688,2022-03-12 08:00:00,6.88,0.00,0.00,0.00,0.00,0.00,IMPORT
1689,2022-03-12 09:00:00,6.68,0.00,0.00,0.00,0.00,0.00,IMPORT
1690,2022-03-12 10:00:00,7.24,0.00,0.00,0.00,0.00,0.00,IMPORT
1691,2022-03-12 11:00:00,9.49,0.00,0.00,0.00,0.00,0.00,IMPORT
1692,2022-03-12 12:00:00,5.81,0.00,0.00,0.00,0.00,0.00,IMPORT
1693,2022-03-12 13:00:00,7.58,0.00,0.00,0.00,0.00,0.00,IMPORT
1694,2022-03-12 14:00:00,4.70,0.00,0.00,0.00,0.00,0.00,IMPORT
1695,2022-03-12 15:00:00,4.52,0.00,0.00,0.00,0.00,0.00,IMPORT
1696,2022-03-12 16:00:00,1.63,0.00,0.00,0.00,0.00,0.00,IMPORT
1697,2022-03-12 17:00:00,5.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1698,2022-03-12 18:00:00,3.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1699,2022-03-12 19:00:00,4.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1700,2022-03-12 20:00:00,3.34,0.00,0.00,0.00,0.00,0.00,IMPORT
1701,2022-03-12 21:00:00,4.04,0.00,0.00,0.00,0.00,0.00,IMPORT
1702,2022-03-12 22:00:00,3.79,0.00,0.00,0.00,0.00,0.00,IMPORT
1703,2022-03-12 23:00:00,3.09,0.00,0.00,0.00,0.00,0.00,IMPORT
1704,2022-03-13 00:00:00,2.20,0.00,0.00,0.00,0.00,0.00,IMPORT
1705,2022-03-13 01:00:00,0.65,0.00,0.00,0.00,0.00,0.00,IMPORT
1706,2022-03-13 02:00:00,0.00,0.98,0.00,0.00,0.00,0.00,EXPORT
1707,2022-03-13 03:00:00,2.64,0.00,0.00,0.00,0.00,0.00,IMPORT
1708,2022-03-13 04:00:00,4.51,0.00,0.00,0.00,0.00,0.00,IMPORT
1709,2022-03-13 05:00:00,8.76,0.00,0.00,0.00,0.00,0.00,IMPORT
1710,2022-03-13 06:00:00,6.06,0.00,0.00,0.00,0.00,0.00,IMPORT
1711,2022-03-13 07:00:00,9.91,0.00,0.00,0.00,0.00,0.00,IMPORT
1712,2022-03-13 08:00:00,8.44,0.00,0.00,0.00,0.00,0.00,IMPORT
1713,2022-03-13 09:00:00,6.74,0.00,0.00,0.00,0.00,0.00,IMPORT
1714,2022-03-13 10:00:00,6.65,0.00,0.00,0.00,0.00,0.00,IMPORT
1715,2022-03-13 11:00:00,6.92,0.00,0.00,0.00,0.00,0.00,IMPORT
1716,2022-03-13 12:00:00,4.77,0.00,0.00,0.00,0.00,0.00,IMPORT
1717,2022-03-13 13:00:00,3.55,0.00,0.00,0.00,0.00,0.00,IMPORT
1718,2022-03-13 14:00:00,3.73,0.00,0.00,0.00,0.00,0.00,IMPORT
1719,2022-03-13 15:00:00,5.59,0.00,0.00,0.00,0.00,0.00,IMPORT
1720,2022-03-13 16:00:00,7.88,0.00,0.00,0.00,0.00,0.00,IMPORT
1721,2022-03-13 17:00:00,7.68,0.00,0.00,0.00,0.00,0.00,IMPORT
1722,2022-03-13 18:00:00,4.70,0.00,0.00,0.00,0.00,0.00,IMPORT
1723,2022-03-13 19:00:00,2.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1724,2022-03-13 20:00:00,2.96,0.00,0.00,0.00,0.00,0.00,IMPORT
1725,2022-03-13 21:00:00,1.98,0.00,0.00,0.00,0.00,0.00,IMPORT
1726,2022-03-13 22:00:00,4.52,0.00,0.00,0.00,0.00,0.00,IMPORT
1727,2022-03-13 23:00:00,3.99,0.00,0.00,0.00,0.00,0.00,IMPORT
1728,2022-03-14 00:00:00,2.11,0.00,0.00,0.00,0.00,0.00,IMPORT
1729,2022-03-14 01:00:00,2.49,0.00,0.00,0.00,0.00,0.00,IMPORT
1730,2022-03-14 02:00:00,2.36,0.00,0.00,0.00,0.00,0.00,IMPORT
1731,2022-03-14 03:00:00,4.01,0.00,0.00,0.00,0.00,0.00,IMPORT
1732,2022-03-14 04:00:00,8.16,0.00,0.00,0.00,0.00,0.00,IMPORT
1733,2022-03-14 05:00:00,6.65,0.00,0.00,0.00,0.00,0.00,IMPORT
1734,2022-03-14 06:00:00,5.39,0.00,0.00,0.00,0.00,0.00,IMPORT
1735,2022-03-14 07:00:00,6.39,0.00,0.00,0.00,0.00,0.00,IMPORT
1736,2022-03-14 08:00:00,6.25,0.00,0.00,0.00,0.00,0.00,IMPORT
1737,2022-03-14 09:00:00,6.44,0.00,0.00,0.00,0.00,0.00,IMPORT
1738,2022-03-14 10:00:00,6.39,0.00,0.00,0.00,0.00,0.00,IMPORT
1739,2022-03-14 11:00:00,9.61,0.00,0.00,0.00,0.00,0.00,IMPORT
1740,2022-03-14 12:00:00,7.72,0.00,0.00,0.00,0.00,0.00,IMPORT
1741,2022-03-14 13:00:00,7.55,0.00,0.00,0.00,0.00,0.00,IMPORT
1742,2022-03-14 14:00:00,5.85,0.00,0.00,0.00,0.00,0.00,IMPORT
1743,2022-03-14 15:00:00,7.83,0.00,0.00,0.00,0.00,0.00,IMPORT
1744,2022-03-14 16:00:00,7.98,0.00,0.00,0.00,0.00,0.00,IMPORT
1745,2022-03-14 17:00:00,5.96,0.00,0.00,0.00,0.00,0.00,IMPORT
1746,2022-03-14 18:00:00,8.01,0.00,0.00,0.00,0.00,0.00,IMPORT
1747,2022-03-14 19:00:00,6.70,0.00,0.00,0.00,0.00,0.00,IMPORT
1748,2022-03-14 20:00:00,7.28,0.00,0.00,0.00,0.00,0.00,IMPORT
1749,2022-03-14 21:00:00,6.65,0.00,0.00,0.00,0.00,0.00,IMPORT
1750,2022-03-14 22:00:00,8.66,0.00,0.00,0.00,0.00,0.00,IMPORT
1751,2022-03-14 23:00:00,6.18,0.00,0.00,0.00,0.00,0.00,IMPORT
1752,2022-03-15 00:00:00,5.54,0.00,0.00,0.00,0.00,0.00,IMPORT
1753,2022-03-15 01:00:00,4.11,0.00,0.00,0.00,0.00,0.00,IMPORT
1754,2022-03-15 02:00:00,6.37,0.00,0.00,0.00,0.00,0.00,IMPORT
1755,2022-03-15 03:00:00,5.91,0.00,0.00,0.00,0.00,0.00,IMPORT
1756,2022-03-15 04:00:00,9.71,0.00,0.00,0.00,0.00,0.00,IMPORT
1757,2022-03-15 05:00:00,7.56,0.00,0.00,0.00,0.00,0.00,IMPORT
1758,2022-03-15 06:00:00,6.63,0.00,0.00,0.00,0.00,0.00,IMPORT
1759,2022-03-15 07:00:00,5.37,0.00,0.00,0.00,0.00,0.00,IMPORT
1760,2022-03-15 08:00:00,6.90,0.00,0.00,0.00,0.00,0.00,IMPORT
1761,2022-03-15 09:00:00,5.94,0.00,0.00,0.00,0.00,0.00,IMPORT
1762,2022-03-15 10:00:00,6.53,0.00,0.00,0.00,0.00,0.00,IMPORT
1763,2022-03-15 11:00:00,7.02,0.00,0.00,0.00,0.00,0.00,IMPORT
1764,2022-03-15 12:00:00,7.01,0.00,0.00,0.00,0.00,0.00,IMPORT
1765,2022-03-15 13:00:00,5.88,0.00,0.00,0.00,0.00,0.00,IMPORT
1766,2022-03-15 14:00:00,8.42,0.00,0.00,0.00,0.00,0.00,IMPORT
1767,2022-03-15 15:00:00,6.28,0.00,0.00,0.00,0.00,0.00,IMPORT
1768,2022-03-15 16:00:00,7.57,0.00,0.00,0.00,0.00,0.00,IMPORT
1769,2022-03-15 17:00:00,7.03,0.00,0.00,0.00,0.00,0.00,IMPORT
1770,2022-03-15 18:00:00,7.20,0.00,0.00,0.00,0.00,0.00,IMPORT
1771,2022-03-15 19:00:00,7.10,0.00,0.00,0.00,0.00,0.00,IMPORT
1772,2022-03-15 20:00:00,6.79,0.00,0.00,0.00,0.00,0.00,IMPORT
1773,2022-03-15 21:00:00,6.35,0.00,0.00,0.00,0.00,0.00,IMPORT
1774,2022-03-15 22:00:00,6.67,0.00,0.00,0.00,0.00,0.00,IMPORT
1775,2022-03-15 23:00:00,7.74,0.00,0.00,0.00,0.00,0.00,IMPORT
1776,2022-03-16 00:00:00,3.20,0.00,0.00,0.00,0.00,0.00,IMPORT
1777,2022-03-16 01:00:00,3.38,0.00,0.00,0.00,0.00,0.00,IMPORT
1778,2022-03-16 02:00:00,3.78,0.00,0.00,0.00,0.00,0.00,IMPORT
1779,2022-03-16 03:00:00,4.74,0.00,0.00,0.00,0.00,0.00,IMPORT
1780,2022-03-16 04:00:00,5.27,0.00,0.00,0.00,0.00,0.00,IMPORT
1781,2022-03-16 05:00:00,6.93,0.00,0.00,0.00,0.00,0.00,IMPORT
1782,2022-03-16 06:00:00,4.47,0.00,0.00,0.00,0.00,0.00,IMPORT
1783,2022-03-16 07:00:00,6.27,0.00,0.00,0.00,0.00,0.00,IMPORT
1784,2022-03-16 08:00:00,5.35,0.00,0.00,0.00,0.00,0.00,IMPORT
1785,2022-03-16 09:00:00,2.53,0.00,0.00,0.00,0.00,0.00,IMPORT
1786,2022-03-16 10:00:00,0.88,0.00,0.00,0.00,0.00,0.00,IMPORT
1787,2022-03-16 11:00:00,0.00,0.35,0.00,0.00,0.00,0.00,EXPORT
1788,2022-03-16 12:00:00,0.00,0.49,0.00,0.00,0.00,0.00,EXPORT
1789,2022-03-16 13:00:00,0.00,2.86,0.00,0.00,0.00,0.00,EXPORT
1790,2022-03-16 14:00:00,0.00,1.62,0.00,0.00,0.00,0.00,EXPORT
1791,2022-03-16 15:00:00,0.00,1.31,0.00,0.00,0.00,0.00,EXPORT
1792,2022-03-16 16:00:00,0.99,0.00,0.00,0.00,0.00,0.00,IMPORT
1793,2022-03-16 17:00:00,0.21,0.00,0.00,0.00,0.00,0.00,IMPORT
1794,2022-03-16 18:00:00,0.19,0.00,0.00,0.00,0.00,0.00,IMPORT
1795,2022-03-16 19:00:00,0.00,2.64,0.00,0.00,0.00,0.00,EXPORT
1796,2022-03-16 20:00:00,0.00,1.90,0.00,0.00,0.00,0.00,EXPORT
1797,2022-03-16 21:00:00,0.00,4.55,0.00,0.00,0.00,0.00,EXPORT
1798,2022-03-16 22:00:00,0.00,1.84,0.00,0.00,0.00,0.00,EXPORT
1799,2022-03-16 23:00:00,0.00,4.60,0.00,0.00,0.00,0.00,EXPORT
1800,2022-03-17 00:00:00,0.00,3.60,0.00,0.00,0.00,0.00,EXPORT
1801,2022-03-17 01:00:00,0.00,2.81,0.00,0.00,0.00,0.00,EXPORT
1802,2022-03-17 02:00:00,0.00,3.55,0.00,0.00,0.00,0.00,EXPORT
1803,2022-03-17 03:00:00,1.73,0.00,0.00,0.00,0.00,0.00,IMPORT
1804,2022-03-17 04:00:00,0.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1805,2022-03-17 05:00:00,2.95,0.00,0.00,0.00,0.00,0.00,IMPORT
1806,2022-03-17 06:00:00,0.57,0.00,0.00,0.00,0.00,0.00,IMPORT
1807,2022-03-17 07:00:00,0.86,0.00,0.00,0.00,0.00,0.00,IMPORT
1808,2022-03-17 08:00:00,0.92,0.00,0.00,0.00,0.00,0.00,IMPORT
1809,2022-03-17 09:00:00,3.13,0.00,0.00,0.00,0.00,0.00,IMPORT
1810,2022-03-17 10:00:00,7.34,0.00,0.00,0.00,0.00,0.00,IMPORT
1811,2022-03-17 11:00:00,0.80,0.00,0.00,0.00,0.00,0.00,IMPORT
1812,2022-03-17 12:00:00,4.64,0.00,0.00,0.00,0.00,0.00,IMPORT
1813,2022-03-17 13:00:00,4.85,0.00,0.00,0.00,0.00,0.00,IMPORT
1814,2022-03-17 14:00:00,3.19,0.00,0.00,0.00,0.00,0.00,IMPORT
1815,2022-03-17 15:00:00,0.07,0.00,0.00,0.00,0.00,0.00,RES
1816,2022-03-17 16:00:00,0.00,0.96,0.00,0.00,0.00,0.00,EXPORT
1817,2022-03-17 17:00:00,0.60,0.00,0.00,0.00,0.00,0.00,IMPORT
1818,2022-03-17 18:00:00,0.00,0.97,0.00,0.00,0.00,0.00,EXPORT
1819,2022-03-17 19:00:00,0.28,0.00,0.00,0.00,0.00,0.00,IMPORT
1820,2022-03-17 20:00:00,3.04,0.00,0.00,0.00,0.00,0.00,IMPORT
1821,2022-03-17 21:00:00,1.64,0.00,0.00,0.00,0.00,0.00,IMPORT
1822,2022-03-17 22:00:00,4.62,0.00,0.00,0.00,0.00,0.00,IMPORT
1823,2022-03-17 23:00:00,4.08,0.00,0.00,0.00,0.00,0.00,IMPORT
1824,2022-03-18 00:00:00,4.68,0.00,0.00,0.00,0.00,0.00,IMPORT
1825,2022-03-18 01:00:00,3.06,0.00,0.00,0.00,0.00,0.00,IMPORT
1826,2022-03-18 02:00:00,5.14,0.00,0.00,0.00,0.00,0.00,IMPORT
1827,2022-03-18 03:00:00,2.78,0.00,0.00,0.00,0.00,0.00,IMPORT
1828,2022-03-18 04:00:00,2.36,0.00,0.00,0.00,0.00,0.00,IMPORT
1829,2022-03-18 05:00:00,4.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1830,2022-03-18 06:00:00,0.00,0.01,0.00,0.00,0.00,0.00,RES
1831,2022-03-18 07:00:00,0.00,0.22,0.00,0.00,0.00,0.00,EXPORT
1832,2022-03-18 08:00:00,0.00,0.86,0.00,0.00,0.00,0.00,EXPORT
1833,2022-03-18 09:00:00,0.00,4.67,0.00,0.00,0.00,0.00,EXPORT
1834,2022-03-18 10:00:00,0.00,4.86,0.00,0.00,0.00,0.00,EXPORT
1835,2022-03-18 11:00:00,0.00,5.82,0.00,0.00,0.00,0.00,EXPORT
1836,2022-03-18 12:00:00,0.00,6.39,0.00,0.00,0.00,0.00,EXPORT
1837,2022-03-18 13:00:00,0.00,8.57,0.00,0.00,0.00,0.00,EXPORT
1838,2022-03-18 14:00:00,0.00,5.40,0.00,0.00,0.00,0.00,EXPORT
1839,2022-03-18 15:00:00,0.00,8.56,0.00,0.00,0.00,0.00,EXPORT
1840,2022-03-18 16:00:00,0.00,5.54,0.00,0.00,0.00,0.00,EXPORT
1841,2022-03-18 17:00:00,0.00,1.80,0.00,0.00,0.00,0.00,EXPORT
1842,2022-03-18 18:00:00,0.00,4.63,0.00,0.00,0.00,0.00,EXPORT
1843,2022-03-18 19:00:00,0.00,1.36,0.00,0.00,0.00,0.00,EXPORT
1844,2022-03-18 20:00:00,0.00,0.21,0.00,0.00,0.00,0.00,EXPORT
1845,2022-03-18 21:00:00,0.00,0.11,0.00,0.00,0.00,0.00,EXPORT
1846,2022-03-18 22:00:00,0.00,0.03,0.00,0.00,0.00,0.00,RES
1847,2022-03-18 23:00:00,2.19,0.00,0.00,0.00,0.00,0.00,IMPORT
1848,2022-03-19 00:00:00,0.77,0.00,0.00,0.00,0.00,0.00,IMPORT
1849,2022-03-19 01:00:00,2.69,0.00,0.00,0.00,0.00,0.00,IMPORT
1850,2022-03-19 02:00:00,3.25,0.00,0.00,0.00,0.00,0.00,IMPORT
1851,2022-03-19 03:00:00,1.66,0.00,0.00,0.00,0.00,0.00,IMPORT
1852,2022-03-19 04:00:00,2.76,0.00,0.00,0.00,0.00,0.00,IMPORT
1853,2022-03-19 05:00:00,3.72,0.00,0.00,0.00,0.00,0.00,IMPORT
1854,2022-03-19 06:00:00,2.86,0.00,0.00,0.00,0.00,0.00,IMPORT
1855,2022-03-19 07:00:00,3.77,0.00,0.00,0.00,0.00,0.00,IMPORT
1856,2022-03-19 08:00:00,9.69,0.00,0.00,0.00,0.00,0.00,IMPORT
1857,2022-03-19 09:00:00,7.25,0.00,0.00,0.00,0.00,0.00,IMPORT
1858,2022-03-19 10:00:00,8.81,0.00,0.00,0.00,0.00,0.00,IMPORT
1859,2022-03-19 11:00:00,5.45,0.00,0.00,0.00,0.00,0.00,IMPORT
1860,2022-03-19 12:00:00,3.15,0.00,0.00,0.00,0.00,0.00,IMPORT
1861,2022-03-19 13:00:00,9.29,0.00,0.00,0.00,0.00,0.00,IMPORT
1862,2022-03-19 14:00:00,8.18,0.00,0.00,0.00,0.00,0.00,IMPORT
1863,2022-03-19 15:00:00,7.14,0.00,0.00,0.00,0.00,0.00,IMPORT
1864,2022-03-19 16:00:00,7.06,0.00,0.00,0.00,0.00,0.00,IMPORT
1865,2022-03-19 17:00:00,6.44,0.00,0.00,0.00,0.00,0.00,IMPORT
1866,2022-03-19 18:00:00,7.07,0.00,0.00,0.00,0.00,0.00,IMPORT
1867,2022-03-19 19:00:00,4.51,0.00,0.00,0.00,0.00,0.00,IMPORT
1868,2022-03-19 20:00:00,6.48,0.00,0.00,0.00,0.00,0.00,IMPORT
1869,2022-03-19 21:00:00,3.61,0.00,0.00,0.00,0.00,0.00,IMPORT
1870,2022-03-19 22:00:00,10.18,0.00,0.00,0.00,0.00,0.00,IMPORT
1871,2022-03-19 23:00:00,4.19,0.00,0.00,0.00,0.00,0.00,IMPORT
1872,2022-03-20 00:00:00,1.61,0.00,0.00,0.00,0.00,0.00,IMPORT
1873,2022-03-20 01:00:00,4.03,0.00,0.00,0.00,0.00,0.00,IMPORT
1874,2022-03-20 02:00:00,6.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1875,2022-03-20 03:00:00,3.91,0.00,0.00,0.00,0.00,0.00,IMPORT
1876,2022-03-20 04:00:00,7.70,0.00,0.00,0.00,0.00,0.00,IMPORT
1877,2022-03-20 05:00:00,5.14,0.00,0.00,0.00,0.00,0.00,IMPORT
1878,2022-03-20 06:00:00,5.41,0.00,0.00,0.00,0.00,0.00,IMPORT
1879,2022-03-20 07:00:00,5.26,0.00,0.00,0.00,0.00,0.00,IMPORT
1880,2022-03-20 08:00:00,4.30,0.00,0.00,0.00,0.00,0.00,IMPORT
1881,2022-03-20 09:00:00,7.41,0.00,0.00,0.00,0.00,0.00,IMPORT
1882,2022-03-20 10:00:00,4.77,0.00,0.00,0.00,0.00,0.00,IMPORT
1883,2022-03-20 11:00:00,4.48,0.00,0.00,0.00,0.00,0.00,IMPORT
1884,2022-03-20 12:00:00,4.66,0.00,0.00,0.00,0.00,0.00,IMPORT
1885,2022-03-20 13:00:00,6.24,0.00,0.00,0.00,0.00,0.00,IMPORT
1886,2022-03-20 14:00:00,5.84,0.00,0.00,0.00,0.00,0.00,IMPORT
1887,2022-03-20 15:00:00,3.59,0.00,0.00,0.00,0.00,0.00,IMPORT
