hour,Datetime,Load_MW,PV_MW,Wind_MW,Import_MW,Export_MW,DG_MW,ELY_MW,FC_MW,H2_SOC_MWh,Strategy
3592,2022-05-30 16:00:00,3.23,2.19,0.00,1.05,0.00,0.00,0.00,0.00,0.00,IMPORT 1.0MW
3593,2022-05-30 17:00:00,4.44,1.44,0.00,2.99,0.00,0.00,0.00,0.00,0.00,IMPORT 3.0MW
3594,2022-05-30 18:00:00,4.05,0.70,0.06,3.30,0.00,0.00,0.00,0.00,0.00,IMPORT 3.3MW
3595,2022-05-30 19:00:00,4.19,0.12,0.21,3.86,0.00,0.00,0.00,0.00,0.00,IMPORT 3.9MW
3596,2022-05-30 20:00:00,6.79,0.00,0.28,6.51,0.00,0.00,0.00,0.00,0.00,IMPORT 6.5MW
3597,2022-05-30 21:00:00,5.35,0.00,0.19,5.16,0.00,0.00,0.00,0.00,0.00,IMPORT 5.2MW
3598,2022-05-30 22:00:00,4.71,0.00,0.06,4.64,0.00,0.00,0.00,0.00,0.00,IMPORT 4.6MW
3599,2022-05-30 23:00:00,4.94,0.00,0.03,4.90,0.00,0.00,0.00,0.00,0.00,IMPORT 4.9MW
3600,2022-05-31 00:00:00,4.72,0.00,0.01,4.71,0.00,0.00,0.00,0.00,0.00,IMPORT 4.7MW
3601,2022-05-31 01:00:00,6.19,0.00,0.00,6.19,0.00,0.00,0.00,0.00,0.00,IMPORT 6.2MW
3602,2022-05-31 02:00:00,6.78,0.00,0.00,6.78,0.00,0.00,0.00,0.00,0.00,IMPORT 6.8MW
3603,2022-05-31 03:00:00,6.12,0.00,0.00,6.12,0.00,0.00,0.00,0.00,0.00,IMPORT 6.1MW
3604,2022-05-31 04:00:00,6.54,0.00,0.00,6.54,0.00,0.00,0.00,0.00,0.00,IMPORT 6.5MW
3605,2022-05-31 05:00:00,8.29,0.22,0.00,8.07,0.00,0.00,0.00,0.00,0.00,IMPORT 8.1MW
3606,2022-05-31 06:00:00,8.31,0.67,0.00,7.63,0.00,0.00,0.00,0.00,0.00,IMPORT 7.6MW
3607,2022-05-31 07:00:00,8.45,1.35,0.00,7.10,0.00,0.00,0.00,0.00,0.00,IMPORT 7.1MW
3608,2022-05-31 08:00:00,8.86,2.02,0.00,6.84,0.00,0.00,0.00,0.00,0.00,IMPORT 6.8MW
3609,2022-05-31 09:00:00,8.30,2.82,0.00,5.48,0.00,0.00,0.00,0.00,0.00,IMPORT 5.5MW
3610,2022-05-31 10:00:00,7.82,3.31,0.00,4.51,0.00,0.00,0.00,0.00,0.00,IMPORT 4.5MW
3611,2022-05-31 11:00:00,6.55,3.65,0.00,2.91,0.00,0.00,0.00,0.00,0.00,IMPORT 2.9MW
3612,2022-05-31 12:00:00,6.64,3.68,0.00,2.97,0.00,0.00,0.00,0.00,0.00,IMPORT 3.0MW
3613,2022-05-31 13:00:00,6.34,3.66,0.00,2.67,0.00,0.00,0.00,0.00,0.00,IMPORT 2.7MW
3614,2022-05-31 14:00:00,5.56,3.29,0.00,2.27,0.00,0.00,0.00,0.00,0.00,IMPORT 2.3MW
3615,2022-05-31 15:00:00,4.90,2.85,0.00,2.05,0.00,0.00,0.00,0.00,0.00,IMPORT 2.0MW
3616,2022-05-31 16:00:00,3.61,2.21,0.00,1.40,0.00,0.00,0.00,0.00,0.00,IMPORT 1.4MW
3617,2022-05-31 17:00:00,2.96,1.46,0.00,1.50,0.00,0.00,0.00,0.00,0.00,IMPORT 1.5MW
3618,2022-05-31 18:00:00,5.16,0.70,0.05,4.42,0.00,0.00,0.00,0.00,0.00,IMPORT 4.4MW
3619,2022-05-31 19:00:00,2.36,0.13,0.20,2.04,0.00,0.00,0.00,0.00,0.00,IMPORT 2.0MW
3620,2022-05-31 20:00:00,4.23,0.00,0.30,3.93,0.00,0.00,0.00,0.00,0.00,IMPORT 3.9MW
3621,2022-05-31 21:00:00,6.57,0.00,0.24,6.33,0.00,0.00,0.00,0.00,0.00,IMPORT 6.3MW
3622,2022-05-31 22:00:00,5.03,0.00,0.16,4.88,0.00,0.00,0.00,0.00,0.00,IMPORT 4.9MW
3623,2022-05-31 23:00:00,5.41,0.00,0.08,5.33,0.00,0.00,0.00,0.00,0.00,IMPORT 5.3MW
3624,2022-06-01 00:00:00,5.10,0.00,0.06,5.04,0.00,0.00,0.00,0.00,0.00,IMPORT 5.0MW
3625,2022-06-01 01:00:00,6.34,0.00,0.04,6.30,0.00,0.00,0.00,0.00,0.00,IMPORT 6.3MW
3626,2022-06-01 02:00:00,8.16,0.00,0.03,8.13,0.00,0.00,0.00,0.00,0.00,IMPORT 8.1MW
3627,2022-06-01 03:00:00,7.29,0.00,0.01,7.28,0.00,0.00,0.00,0.00,0.00,IMPORT 7.3MW
3628,2022-06-01 04:00:00,7.67,0.00,0.00,7.67,0.00,0.00,0.00,0.00,0.00,IMPORT 7.7MW
3629,2022-06-01 05:00:00,7.90,0.21,0.00,7.69,0.00,0.00,0.00,0.00,0.00,IMPORT 7.7MW
3630,2022-06-01 06:00:00,7.21,0.83,0.00,6.38,0.00,0.00,0.00,0.00,0.00,IMPORT 6.4MW
3631,2022-06-01 07:00:00,8.13,1.59,0.00,6.53,0.00,0.00,0.00,0.00,0.00,IMPORT 6.5MW
3632,2022-06-01 08:00:00,5.71,2.33,0.00,3.38,0.00,0.00,0.00,0.00,0.00,IMPORT 3.4MW
3633,2022-06-01 09:00:00,6.54,3.14,0.00,3.40,0.00,0.00,0.00,0.00,0.00,IMPORT 3.4MW
3634,2022-06-01 10:00:00,8.45,3.46,0.00,4.99,0.00,0.00,0.00,0.00,0.00,IMPORT 5.0MW
3635,2022-06-01 11:00:00,5.97,3.75,0.00,2.22,0.00,0.00,0.00,0.00,0.00,IMPORT 2.2MW
3636,2022-06-01 12:00:00,5.59,3.91,0.00,1.67,0.00,0.00,0.00,0.00,0.00,IMPORT 1.7MW
3637,2022-06-01 13:00:00,1.43,3.78,0.00,0.00,2.34,0.00,0.00,0.00,0.00,EXPORT 2.3MW
3638,2022-06-01 14:00:00,3.24,3.43,0.00,0.00,0.19,0.00,0.00,0.00,0.00,EXPORT 0.2MW
3639,2022-06-01 15:00:00,2.34,2.92,0.03,0.00,0.61,0.00,0.00,0.00,0.00,EXPORT 0.6MW
3640,2022-06-01 16:00:00,2.61,2.25,0.05,0.31,0.00,0.00,0.00,0.00,0.00,IMPORT 0.3MW
3641,2022-06-01 17:00:00,2.43,1.50,0.12,0.81,0.00,0.00,0.00,0.00,0.00,IMPORT 0.8MW
3642,2022-06-01 18:00:00,1.40,0.73,0.20,0.46,0.00,0.00,0.00,0.00,0.00,IMPORT 0.5MW
3643,2022-06-01 19:00:00,1.51,0.14,0.29,1.08,0.00,0.00,0.00,0.00,0.00,IMPORT 1.1MW
3644,2022-06-01 20:00:00,3.81,0.00,0.34,3.46,0.00,0.00,0.00,0.00,0.00,IMPORT 3.5MW
3645,2022-06-01 21:00:00,4.13,0.00,0.32,3.81,0.00,0.00,0.00,0.00,0.00,IMPORT 3.8MW
3646,2022-06-01 22:00:00,4.09,0.00,0.27,3.82,0.00,0.00,0.00,0.00,0.00,IMPORT 3.8MW
3647,2022-06-01 23:00:00,2.81,0.00,0.25,2.56,0.00,0.00,0.00,0.00,0.00,IMPORT 2.6MW
3648,2022-06-02 00:00:00,3.42,0.00,0.24,3.18,0.00,0.00,0.00,0.00,0.00,IMPORT 3.2MW
3649,2022-06-02 01:00:00,2.42,0.00,0.25,2.17,0.00,0.00,0.00,0.00,0.00,IMPORT 2.2MW
3650,2022-06-02 02:00:00,3.37,0.00,0.27,3.09,0.00,0.00,0.00,0.00,0.00,IMPORT 3.1MW
3651,2022-06-02 03:00:00,3.28,0.00,0.28,3.00,0.00,0.00,0.00,0.00,0.00,IMPORT 3.0MW
3652,2022-06-02 04:00:00,3.73,0.00,0.26,3.47,0.00,0.00,0.00,0.00,0.00,IMPORT 3.5MW
3653,2022-06-02 05:00:00,1.95,0.23,0.22,1.51,0.00,0.00,0.00,0.00,0.00,IMPORT 1.5MW
3654,2022-06-02 06:00:00,1.67,0.86,0.10,0.71,0.00,0.00,0.00,0.00,0.00,IMPORT 0.7MW
3655,2022-06-02 07:00:00,1.58,1.61,0.05,0.00,0.08,0.00,0.00,0.00,0.00,RES_ONLY
3656,2022-06-02 08:00:00,3.51,2.35,0.09,1.08,0.00,0.00,0.00,0.00,0.00,IMPORT 1.1MW
3657,2022-06-02 09:00:00,5.15,2.99,0.07,2.09,0.00,0.00,0.00,0.00,0.00,IMPORT 2.1MW
3658,2022-06-02 10:00:00,4.16,3.47,0.09,0.60,0.00,0.00,0.00,0.00,0.00,IMPORT 0.6MW
3659,2022-06-02 11:00:00,4.50,3.77,0.14,0.60,0.00,0.00,0.00,0.00,0.00,IMPORT 0.6MW
3660,2022-06-02 12:00:00,1.57,3.86,0.18,0.00,0.00,0.00,2.47,0.00,1.73,ELY 2.5MW
3661,2022-06-02 13:00:00,2.78,3.74,0.22,0.00,0.00,0.00,1.18,0.00,2.55,ELY 1.2MW
3662,2022-06-02 14:00:00,5.21,3.38,0.25,1.58,0.00,0.00,0.00,0.00,2.55,IMPORT 1.6MW
3663,2022-06-02 15:00:00,6.54,2.87,0.27,3.41,0.00,0.00,0.00,0.00,2.55,IMPORT 3.4MW
3664,2022-06-02 16:00:00,2.83,2.20,0.31,0.32,0.00,0.00,0.00,0.00,2.55,IMPORT 0.3MW
3665,2022-06-02 17:00:00,4.47,1.45,0.37,2.65,0.00,0.00,0.00,0.00,2.55,IMPORT 2.7MW
3666,2022-06-02 18:00:00,1.43,0.69,0.42,0.32,0.00,0.00,0.00,0.00,2.55,IMPORT 0.3MW
3667,2022-06-02 19:00:00,2.14,0.13,0.67,1.34,0.00,0.00,0.00,0.00,2.55,IMPORT 1.3MW
3668,2022-06-02 20:00:00,5.73,0.00,1.05,4.68,0.00,0.00,0.00,0.00,2.55,IMPORT 4.7MW
3669,2022-06-02 21:00:00,5.21,0.00,1.16,4.06,0.00,0.00,0.00,0.00,2.55,IMPORT 4.1MW
3670,2022-06-02 22:00:00,5.56,0.00,1.15,4.42,0.00,0.00,0.00,0.00,2.55,IMPORT 4.4MW
3671,2022-06-02 23:00:00,7.65,0.00,1.05,6.60,0.00,0.00,0.00,0.00,2.55,IMPORT 6.6MW
3672,2022-06-03 00:00:00,4.25,0.00,0.99,3.26,0.00,0.00,0.00,0.00,2.55,IMPORT 3.3MW
3673,2022-06-03 01:00:00,4.45,0.00,0.96,3.49,0.00,0.00,0.00,0.00,2.55,IMPORT 3.5MW
3674,2022-06-03 02:00:00,8.25,0.00,1.02,7.23,0.00,0.00,0.00,0.00,2.55,IMPORT 7.2MW
3675,2022-06-03 03:00:00,7.48,0.00,1.05,6.43,0.00,0.00,0.00,0.00,2.55,IMPORT 6.4MW
3676,2022-06-03 04:00:00,7.71,0.00,0.96,6.76,0.00,0.00,0.00,0.00,2.55,IMPORT 6.8MW
3677,2022-06-03 05:00:00,8.89,0.22,0.70,7.97,0.00,0.00,0.00,0.00,2.55,IMPORT 8.0MW
3678,2022-06-03 06:00:00,8.47,0.81,0.29,7.37,0.00,0.00,0.00,0.00,2.55,IMPORT 7.4MW
3679,2022-06-03 07:00:00,8.85,1.57,0.17,7.10,0.00,0.00,0.00,0.00,2.55,IMPORT 7.1MW
3680,2022-06-03 08:00:00,8.95,2.30,0.17,6.48,0.00,0.00,0.00,0.00,2.55,IMPORT 6.5MW
3681,2022-06-03 09:00:00,8.64,2.96,0.18,5.50,0.00,0.00,0.00,0.00,2.55,IMPORT 5.5MW
3682,2022-06-03 10:00:00,7.26,3.45,0.17,3.64,0.00,0.00,0.00,0.00,2.55,IMPORT 3.6MW
3683,2022-06-03 11:00:00,7.86,3.74,0.13,3.99,0.00,0.00,0.00,0.00,2.55,IMPORT 4.0MW
3684,2022-06-03 12:00:00,7.17,3.86,0.15,3.16,0.00,0.00,0.00,0.00,2.55,IMPORT 3.2MW
3685,2022-06-03 13:00:00,7.62,3.71,0.25,3.66,0.00,0.00,0.00,0.00,2.55,IMPORT 3.7MW
3686,2022-06-03 14:00:00,7.02,3.35,0.38,3.28,0.00,0.00,0.00,0.00,2.55,IMPORT 3.3MW
3687,2022-06-03 15:00:00,3.97,2.80,0.59,0.58,0.00,0.00,0.00,0.00,2.55,IMPORT 0.6MW
3688,2022-06-03 16:00:00,4.26,2.15,0.76,1.34,0.00,0.00,0.00,0.00,2.55,IMPORT 1.3MW
3689,2022-06-03 17:00:00,4.27,1.41,0.98,1.88,0.00,0.00,0.00,0.00,2.55,IMPORT 1.9MW
3690,2022-06-03 18:00:00,3.96,0.65,1.19,2.12,0.00,0.00,0.00,0.00,2.55,IMPORT 2.1MW
3691,2022-06-03 19:00:00,4.63,0.11,1.20,3.31,0.00,0.00,0.00,0.00,2.55,IMPORT 3.3MW
3692,2022-06-03 20:00:00,5.75,0.00,1.20,4.55,0.00,0.00,0.00,0.00,2.55,IMPORT 4.6MW
3693,2022-06-03 21:00:00,4.45,0.00,1.15,3.31,0.00,0.00,0.00,0.00,2.55,IMPORT 3.3MW
3694,2022-06-03 22:00:00,4.93,0.00,1.03,3.90,0.00,0.00,0.00,0.00,2.55,IMPORT 3.9MW
3695,2022-06-03 23:00:00,3.21,0.00,0.92,2.30,0.00,0.00,0.00,0.00,2.55,IMPORT 2.3MW
3696,2022-06-04 00:00:00,3.80,0.00,0.82,2.98,0.00,0.00,0.00,0.00,2.55,IMPORT 3.0MW
3697,2022-06-04 01:00:00,5.32,0.00,0.77,4.55,0.00,0.00,0.00,0.00,2.55,IMPORT 4.6MW
3698,2022-06-04 02:00:00,7.26,0.00,0.74,6.52,0.00,0.00,0.00,0.00,2.55,IMPORT 6.5MW
3699,2022-06-04 03:00:00,5.92,0.00,0.73,5.19,0.00,0.00,0.00,0.00,2.55,IMPORT 5.2MW
3700,2022-06-04 04:00:00,6.56,0.00,0.73,5.83,0.00,0.00,0.00,0.00,2.55,IMPORT 5.8MW
3701,2022-06-04 05:00:00,10.72,0.22,0.57,9.93,0.00,0.00,0.00,0.00,2.55,IMPORT 9.9MW
3702,2022-06-04 06:00:00,8.56,0.81,0.30,7.45,0.00,0.00,0.00,0.00,2.55,IMPORT 7.5MW
3703,2022-06-04 07:00:00,7.31,1.54,0.17,5.60,0.00,0.00,0.00,0.00,2.55,IMPORT 5.6MW
3704,2022-06-04 08:00:00,9.74,2.26,0.11,7.37,0.00,0.00,0.00,0.00,2.55,IMPORT 7.4MW
3705,2022-06-04 09:00:00,9.90,2.93,0.11,6.86,0.00,0.00,0.00,0.00,2.55,IMPORT 6.9MW
3706,2022-06-04 10:00:00,8.12,3.42,0.17,4.52,0.00,0.00,0.00,0.00,2.55,IMPORT 4.5MW
3707,2022-06-04 11:00:00,8.01,3.74,0.25,4.01,0.00,0.00,0.00,0.00,2.55,IMPORT 4.0MW
3708,2022-06-04 12:00:00,6.37,3.60,0.34,2.43,0.00,0.00,0.00,0.00,2.55,IMPORT 2.4MW
3709,2022-06-04 13:00:00,7.22,3.53,0.60,3.09,0.00,0.00,0.00,0.00,2.55,IMPORT 3.1MW
3710,2022-06-04 14:00:00,7.40,3.09,0.85,3.46,0.00,0.00,0.00,0.00,2.55,IMPORT 3.5MW
3711,2022-06-04 15:00:00,4.77,2.68,1.10,0.99,0.00,0.00,0.00,0.00,2.55,IMPORT 1.0MW
3712,2022-06-04 16:00:00,3.38,2.03,1.32,0.03,0.00,0.00,0.00,0.00,2.55,RES_ONLY
3713,2022-06-04 17:00:00,4.27,1.29,1.51,1.48,0.00,0.00,0.00,0.00,2.55,IMPORT 1.5MW
3714,2022-06-04 18:00:00,4.41,0.59,1.60,1.10,0.00,0.00,0.00,1.13,0.68,IMPORT 1.1MW + FC 1.1MW
3715,2022-06-04 19:00:00,3.58,0.11,1.48,2.00,0.00,0.00,0.00,0.00,0.68,IMPORT 2.0MW
3716,2022-06-04 20:00:00,5.04,0.00,1.54,3.50,0.00,0.00,0.00,0.00,0.68,IMPORT 3.5MW
3717,2022-06-04 21:00:00,4.39,0.00,1.79,2.60,0.00,0.00,0.00,0.00,0.68,IMPORT 2.6MW
3718,2022-06-04 22:00:00,4.03,0.00,1.63,2.40,0.00,0.00,0.00,0.00,0.68,IMPORT 2.4MW
3719,2022-06-04 23:00:00,4.63,0.00,1.42,3.21,0.00,0.00,0.00,0.00,0.68,IMPORT 3.2MW
3720,2022-06-05 00:00:00,5.01,0.00,1.25,3.76,0.00,0.00,0.00,0.00,0.68,IMPORT 3.8MW
3721,2022-06-05 01:00:00,4.95,0.00,1.11,3.85,0.00,0.00,0.00,0.00,0.68,IMPORT 3.8MW
3722,2022-06-05 02:00:00,5.54,0.00,1.01,4.53,0.00,0.00,0.00,0.00,0.68,IMPORT 4.5MW
3723,2022-06-05 03:00:00,9.44,0.00,1.01,8.43,0.00,0.00,0.00,0.00,0.68,IMPORT 8.4MW
3724,2022-06-05 04:00:00,11.05,0.00,1.02,10.02,0.00,0.00,0.00,0.00,0.68,IMPORT 10.0MW
3725,2022-06-05 05:00:00,6.66,0.21,0.93,5.52,0.00,0.00,0.00,0.00,0.68,IMPORT 5.5MW
3726,2022-06-05 06:00:00,9.29,0.75,0.67,7.87,0.00,0.00,0.00,0.00,0.68,IMPORT 7.9MW
3727,2022-06-05 07:00:00,8.38,1.47,0.53,6.39,0.00,0.00,0.00,0.00,0.68,IMPORT 6.4MW
3728,2022-06-05 08:00:00,7.91,2.21,0.46,5.23,0.00,0.00,0.00,0.00,0.68,IMPORT 5.2MW
3729,2022-06-05 09:00:00,9.31,2.92,0.48,5.91,0.00,0.00,0.00,0.00,0.68,IMPORT 5.9MW
3730,2022-06-05 10:00:00,6.79,3.43,0.66,2.69,0.00,0.00,0.00,0.00,0.68,IMPORT 2.7MW
3731,2022-06-05 11:00:00,8.67,3.71,0.94,4.01,0.00,0.00,0.00,0.00,0.68,IMPORT 4.0MW
3732,2022-06-05 12:00:00,5.83,3.79,1.30,0.74,0.00,0.00,0.00,0.00,0.68,IMPORT 0.7MW
3733,2022-06-05 13:00:00,4.63,3.68,1.64,0.01,0.00,0.00,0.70,0.00,1.17,ELY 0.7MW
3734,2022-06-05 14:00:00,5.30,3.38,1.95,0.00,0.03,0.00,0.00,0.00,1.17,RES_ONLY
3735,2022-06-05 15:00:00,4.56,2.89,2.21,0.00,0.54,0.00,0.00,0.00,1.17,EXPORT 0.5MW
3736,2022-06-05 16:00:00,5.37,2.25,2.30,0.82,0.00,0.00,0.00,0.00,1.17,IMPORT 0.8MW
3737,2022-06-05 17:00:00,5.22,1.54,2.32,1.36,0.00,0.00,0.00,0.00,1.17,IMPORT 1.4MW
3738,2022-06-05 18:00:00,3.86,0.80,1.82,1.24,0.00,0.00,0.00,0.00,1.17,IMPORT 1.2MW
3739,2022-06-05 19:00:00,4.40,0.16,1.69,2.55,0.00,0.00,0.00,0.00,1.17,IMPORT 2.6MW
3740,2022-06-05 20:00:00,4.69,0.00,2.20,2.49,0.00,0.00,0.00,0.00,1.17,IMPORT 2.5MW
3741,2022-06-05 21:00:00,4.95,0.00,2.18,2.77,0.00,0.00,0.00,0.00,1.17,IMPORT 2.8MW
3742,2022-06-05 22:00:00,1.27,0.00,1.97,0.00,0.00,0.00,0.70,0.00,1.66,ELY 0.7MW
3743,2022-06-05 23:00:00,4.69,0.00,1.81,2.88,0.00,0.00,0.00,0.00,1.66,IMPORT 2.9MW
3744,2022-06-06 00:00:00,6.38,0.00,1.75,4.63,0.00,0.00,0.00,0.00,1.66,IMPORT 4.6MW
3745,2022-06-06 01:00:00,4.05,0.00,1.73,2.33,0.00,0.00,0.00,0.00,1.66,IMPORT 2.3MW
3746,2022-06-06 02:00:00,5.88,0.00,1.76,4.13,0.00,0.00,0.00,0.00,1.66,IMPORT 4.1MW
3747,2022-06-06 03:00:00,7.49,0.00,1.72,5.77,0.00,0.00,0.00,0.00,1.66,IMPORT 5.8MW
3748,2022-06-06 04:00:00,6.50,0.00,2.18,4.32,0.00,0.00,0.00,0.00,1.66,IMPORT 4.3MW
3749,2022-06-06 05:00:00,8.17,0.23,1.95,5.98,0.00,0.00,0.00,0.00,1.66,IMPORT 6.0MW
3750,2022-06-06 06:00:00,7.45,0.51,1.95,4.99,0.00,0.00,0.00,0.00,1.66,IMPORT 5.0MW
3751,2022-06-06 07:00:00,9.84,0.89,2.30,6.64,0.00,0.00,0.00,0.00,1.66,IMPORT 6.6MW
3752,2022-06-06 08:00:00,6.92,1.52,2.47,2.93,0.00,0.00,0.00,0.00,1.66,IMPORT 2.9MW
3753,2022-06-06 09:00:00,6.71,2.22,2.44,2.05,0.00,0.00,0.00,0.00,1.66,IMPORT 2.0MW
3754,2022-06-06 10:00:00,8.63,2.26,2.34,4.03,0.00,0.00,0.00,0.00,1.66,IMPORT 4.0MW
3755,2022-06-06 11:00:00,6.47,3.06,2.36,1.05,0.00,0.00,0.00,0.00,1.66,IMPORT 1.0MW
3756,2022-06-06 12:00:00,5.40,3.07,2.44,0.00,0.12,0.00,0.00,0.00,1.66,EXPORT 0.1MW
3757,2022-06-06 13:00:00,7.90,2.70,2.80,2.40,0.00,0.00,0.00,0.00,1.66,IMPORT 2.4MW
3758,2022-06-06 14:00:00,4.83,2.13,3.25,0.00,0.55,0.00,0.00,0.00,1.66,EXPORT 0.5MW
3759,2022-06-06 15:00:00,4.22,2.05,3.38,0.00,1.22,0.00,0.00,0.00,1.66,EXPORT 1.2MW
3760,2022-06-06 16:00:00,3.94,1.68,3.52,0.00,1.26,0.00,0.00,0.00,1.66,EXPORT 1.3MW
3761,2022-06-06 17:00:00,0.92,1.10,3.57,0.00,3.76,0.00,0.00,0.00,1.66,EXPORT 3.8MW
3762,2022-06-06 18:00:00,4.92,0.58,3.40,0.94,0.00,0.00,0.00,0.00,1.66,IMPORT 0.9MW
3763,2022-06-06 19:00:00,5.70,0.14,2.93,2.63,0.00,0.00,0.00,0.00,1.66,IMPORT 2.6MW
3764,2022-06-06 20:00:00,5.08,0.00,3.19,1.90,0.00,0.00,0.00,0.00,1.66,IMPORT 1.9MW
3765,2022-06-06 21:00:00,4.80,0.00,3.36,1.45,0.00,0.00,0.00,0.00,1.66,IMPORT 1.4MW
3766,2022-06-06 22:00:00,4.81,0.00,3.01,1.79,0.00,0.00,0.00,0.00,1.66,IMPORT 1.8MW
3767,2022-06-06 23:00:00,4.44,0.00,2.51,1.93,0.00,0.00,0.00,0.00,1.66,IMPORT 1.9MW
3768,2022-06-07 00:00:00,4.41,0.00,2.19,2.22,0.00,0.00,0.00,0.00,1.66,IMPORT 2.2MW
3769,2022-06-07 01:00:00,5.88,0.00,1.91,3.97,0.00,0.00,0.00,0.00,1.66,IMPORT 4.0MW
3770,2022-06-07 02:00:00,6.32,0.00,1.55,4.77,0.00,0.00,0.00,0.00,1.66,IMPORT 4.8MW
3771,2022-06-07 03:00:00,7.56,0.00,1.36,6.20,0.00,0.00,0.00,0.00,1.66,IMPORT 6.2MW
3772,2022-06-07 04:00:00,7.71,0.00,1.31,6.40,0.00,0.00,0.00,0.00,1.66,IMPORT 6.4MW
3773,2022-06-07 05:00:00,9.15,0.24,1.03,7.88,0.00,0.00,0.00,0.00,1.66,IMPORT 7.9MW
3774,2022-06-07 06:00:00,9.72,0.74,0.90,8.08,0.00,0.00,0.00,0.00,1.66,IMPORT 8.1MW
3775,2022-06-07 07:00:00,8.24,1.40,0.94,5.90,0.00,0.00,0.00,0.00,1.66,IMPORT 5.9MW
3776,2022-06-07 08:00:00,8.97,2.08,0.82,6.06,0.00,0.00,0.00,0.00,1.66,IMPORT 6.1MW
3777,2022-06-07 09:00:00,7.34,2.70,0.80,3.84,0.00,0.00,0.00,0.00,1.66,IMPORT 3.8MW
3778,2022-06-07 10:00:00,8.41,3.29,0.83,4.28,0.00,0.00,0.00,0.00,1.66,IMPORT 4.3MW
3779,2022-06-07 11:00:00,8.17,3.54,0.92,3.71,0.00,0.00,0.00,0.00,1.66,IMPORT 3.7MW
3780,2022-06-07 12:00:00,6.56,3.58,1.13,1.85,0.00,0.00,0.00,0.00,1.66,IMPORT 1.8MW
3781,2022-06-07 13:00:00,5.51,3.26,1.21,1.04,0.00,0.00,0.00,0.00,1.66,IMPORT 1.0MW
3782,2022-06-07 14:00:00,6.43,3.10,1.06,2.27,0.00,0.00,0.00,0.00,1.66,IMPORT 2.3MW
3783,2022-06-07 15:00:00,4.66,2.60,1.16,0.91,0.00,0.00,0.00,0.00,1.66,IMPORT 0.9MW
3784,2022-06-07 16:00:00,4.80,1.50,1.45,1.86,0.00,0.00,0.00,0.00,1.66,IMPORT 1.9MW
3785,2022-06-07 17:00:00,2.45,0.90,1.75,0.00,0.20,0.00,0.00,0.00,1.66,EXPORT 0.2MW
3786,2022-06-07 18:00:00,2.52,0.42,1.75,0.35,0.00,0.00,0.00,0.00,1.66,IMPORT 0.4MW
3787,2022-06-07 19:00:00,0.43,0.08,1.11,0.00,0.77,0.00,0.00,0.00,1.66,EXPORT 0.8MW
3788,2022-06-07 20:00:00,6.05,0.00,0.84,5.22,0.00,0.00,0.00,0.00,1.66,IMPORT 5.2MW
3789,2022-06-07 21:00:00,5.60,0.00,0.72,4.88,0.00,0.00,0.00,0.00,1.66,IMPORT 4.9MW
3790,2022-06-07 22:00:00,3.65,0.00,0.65,3.00,0.00,0.00,0.00,0.00,1.66,IMPORT 3.0MW
3791,2022-06-07 23:00:00,3.38,0.00,0.65,2.73,0.00,0.00,0.00,0.00,1.66,IMPORT 2.7MW
3792,2022-06-08 00:00:00,4.24,0.00,0.66,3.58,0.00,0.00,0.00,0.00,1.66,IMPORT 3.6MW
3793,2022-06-08 01:00:00,6.12,0.00,0.60,5.52,0.00,0.00,0.00,0.00,1.66,IMPORT 5.5MW
3794,2022-06-08 02:00:00,11.46,0.00,0.47,10.99,0.00,0.00,0.00,0.00,1.66,IMPORT 11.0MW
3795,2022-06-08 03:00:00,7.97,0.00,0.33,7.64,0.00,0.00,0.00,0.00,1.66,IMPORT 7.6MW
3796,2022-06-08 04:00:00,9.85,0.00,0.26,9.59,0.00,0.00,0.00,0.00,1.66,IMPORT 9.6MW
3797,2022-06-08 05:00:00,8.74,0.21,0.22,8.31,0.00,0.00,0.00,0.00,1.66,IMPORT 8.3MW
3798,2022-06-08 06:00:00,7.62,0.71,0.06,6.85,0.00,0.00,0.00,0.00,1.66,IMPORT 6.9MW
3799,2022-06-08 07:00:00,8.05,1.47,0.00,5.84,0.00,0.00,0.00,0.74,0.43,IMPORT 5.8MW + FC 0.7MW
3800,2022-06-08 08:00:00,5.64,2.19,0.00,3.45,0.00,0.00,0.00,0.00,0.43,IMPORT 3.4MW
3801,2022-06-08 09:00:00,7.21,2.79,0.01,4.41,0.00,0.00,0.00,0.00,0.43,IMPORT 4.4MW
3802,2022-06-08 10:00:00,6.51,3.06,0.04,3.41,0.00,0.00,0.00,0.00,0.43,IMPORT 3.4MW
3803,2022-06-08 11:00:00,3.93,3.61,0.07,0.25,0.00,0.00,0.00,0.00,0.43,IMPORT 0.3MW
3804,2022-06-08 12:00:00,3.32,3.69,0.21,0.12,0.00,0.00,0.70,0.00,0.92,IMPORT 0.1MW + ELY 0.7MW
3805,2022-06-08 13:00:00,4.29,3.33,0.40,0.56,0.00,0.00,0.00,0.00,0.92,IMPORT 0.6MW
3806,2022-06-08 14:00:00,4.12,3.09,0.67,0.35,0.00,0.00,0.00,0.00,0.92,IMPORT 0.4MW
3807,2022-06-08 15:00:00,2.91,2.55,0.90,0.00,0.53,0.00,0.00,0.00,0.92,EXPORT 0.5MW
3808,2022-06-08 16:00:00,0.78,1.86,1.04,0.00,0.00,0.00,2.13,0.00,2.41,ELY 2.1MW
